date,s1_ice_cover,s1_ice_probability,s1_data_coverage,s2_ice_cover,s2_ice_probability,s2_data_coverage,landsat_ice_cover,landsat_ice_probability,landsat_data_coverage,ecostress_ice_cover,ecostress_ice_probability,ecostress_data_coverage,stage2_ice_cover,stage2_ice_probability,stage2_data_coverage,stage2_phenology_cover
2018-03-25,100.0,81.4,98.4,100.0,99.9,100.0,,,,,,,100.0,97.5,100.0,100.0
2018-03-26,,,,,,,,,,,,,100.0,95.9,100.0,100.0
2018-03-27,100.0,79.9,98.4,,,,,,,,,,100.0,95.9,100.0,100.0
2018-03-28,,,,,,,,,,,,,100.0,93.4,100.0,100.0
2018-03-29,,,,,,,,,,,,,100.0,93.9,100.0,100.0
2018-03-30,,,,100.0,98.2,100.0,,,,,,,100.0,92.2,100.0,100.0
2018-03-31,79.0,61.9,98.4,,,,,,,,,,100.0,89.8,100.0,100.0
2018-04-01,,,,,,,,,,,,,100.0,82.8,100.0,100.0
2018-04-02,64.5,55.0,98.4,,,,,,,,,,100.0,83.3,100.0,100.0
2018-04-03,,,,,,,,,,,,,79.4,71.3,100.0,79.4
2018-04-04,,,,100.0,85.8,100.0,25.4,34.5,100.0,,,,65.1,66.2,100.0,65.1
2018-04-05,,,,,,,,,,,,,19.0,40.1,100.0,19.0
2018-04-06,49.2,45.7,96.8,,,,,,,,,,19.0,38.1,100.0,19.0
2018-04-07,,,,,,,,,,,,,1.6,23.3,100.0,1.6
2018-04-08,50.8,47.5,96.8,,,,,,,,,,0.0,17.0,100.0,0.0
2018-04-09,,,,,,,,,,,,,0.0,9.6,100.0,0.0
2018-04-10,,,,,,,,,,,,,0.0,7.9,100.0,0.0
2018-04-11,,,,,,,0.0,0.1,100.0,,,,0.0,4.9,100.0,0.0
2018-04-12,38.7,35.1,98.4,,,,,,,,,,0.0,3.1,100.0,0.0
2018-04-13,,,,,,,,,,,,,0.0,2.1,100.0,0.0
2018-04-14,33.9,32.5,98.4,0.0,12.1,100.0,,,,,,,0.0,1.7,100.0,0.0
2018-04-15,,,,,,,,,,,,,0.0,1.6,100.0,0.0
2018-04-16,,,,,,,,,,,,,0.0,1.2,100.0,0.0
2018-04-17,,,,,,,,,,,,,0.0,1.0,100.0,0.0
2018-04-18,29.0,30.5,98.4,,,,,,,,,,0.0,0.9,100.0,0.0
2018-04-19,,,,0.0,3.2,100.0,,,,,,,0.0,0.8,100.0,0.0
2018-04-20,27.4,31.8,98.4,,,,0.0,0.0,100.0,,,,0.0,0.5,100.0,0.0
2018-04-21,,,,,,,,,,,,,0.0,0.5,100.0,0.0
2018-04-22,,,,,,,,,,,,,0.0,0.5,100.0,0.0
2018-04-23,,,,,,,,,,,,,0.0,0.5,100.0,0.0
2018-04-24,29.0,29.1,98.4,0.0,3.2,100.0,,,,,,,0.0,0.5,100.0,0.0
2018-04-25,,,,,,,,,,,,,0.0,0.5,100.0,0.0
2018-04-26,27.4,27.9,98.4,,,,,,,,,,0.0,0.5,100.0,0.0
2018-04-27,,,,,,,0.0,0.0,100.0,,,,0.0,0.5,100.0,0.0
2018-04-28,,,,,,,,,,,,,0.0,0.4,100.0,0.0
2018-04-29,,,,0.0,3.1,100.0,,,,,,,0.0,0.4,100.0,0.0
2018-04-30,27.4,26.4,98.4,,,,,,,,,,0.0,0.4,100.0,0.0
2018-05-01,,,,,,,,,,,,,0.0,0.6,100.0,0.0
2018-05-02,25.8,27.0,98.4,,,,,,,,,,0.0,0.6,100.0,0.0
2018-05-03,,,,,,,,,,,,,0.0,0.4,100.0,0.0
2018-05-04,,,,0.0,7.1,63.5,,,,,,,0.0,0.4,100.0,0.0
2018-05-05,,,,,,,,,,,,,0.0,0.3,100.0,0.0
2018-05-06,27.4,26.4,98.4,,,,0.0,0.0,100.0,,,,0.0,0.3,100.0,0.0
2018-05-07,,,,,,,,,,,,,0.0,0.3,100.0,0.0
2018-05-08,26.2,29.6,96.8,,,,,,,,,,0.0,0.2,100.0,0.0
2018-05-09,,,,,,,,,,,,,0.0,0.2,100.0,0.0
2018-05-10,,,,,,,,,,,,,0.0,0.2,100.0,0.0
2018-05-11,,,,,,,,,,,,,0.0,0.2,100.0,0.0
2018-05-12,24.2,23.8,98.4,,,,,,,,,,0.0,0.2,100.0,0.0
2018-05-13,,,,,,,0.0,0.0,100.0,,,,0.0,0.2,100.0,0.0
2018-05-14,27.4,27.3,98.4,0.0,1.8,100.0,,,,,,,0.0,0.2,100.0,0.0
2018-05-15,,,,,,,,,,,,,0.0,0.2,100.0,0.0
2018-05-16,,,,,,,,,,,,,0.0,0.2,100.0,0.0
2018-05-17,,,,,,,,,,,,,0.0,0.3,100.0,0.0
2018-05-18,21.0,23.5,98.4,,,,,,,,,,0.0,0.3,100.0,0.0
2018-05-19,,,,,,,,,,,,,0.0,0.4,100.0,0.0
2018-05-20,24.2,27.0,98.4,,,,,,,,,,0.0,0.4,100.0,0.0
2018-05-21,,,,,,,,,,,,,0.0,0.6,100.0,0.0
2018-05-22,,,,,,,,,,,,,0.0,0.7,100.0,0.0
2018-05-23,,,,,,,,,,,,,0.0,0.7,100.0,0.0
2018-05-24,24.2,22.7,98.4,,,,,,,,,,0.0,0.4,100.0,0.0
2018-05-25,,,,,,,,,,,,,0.0,0.3,100.0,0.0
2018-05-26,24.2,25.3,98.4,,,,,,,,,,0.0,0.3,100.0,0.0
2018-05-27,,,,,,,,,,,,,0.0,0.2,100.0,0.0
2018-05-28,,,,,,,,,,,,,0.0,0.2,100.0,0.0
2018-05-29,,,,,,,,,,,,,0.0,0.2,100.0,0.0
2018-05-30,19.4,20.6,98.4,,,,0.0,0.0,98.4,,,,0.0,0.2,100.0,0.0
2018-05-31,,,,,,,,,,,,,0.0,0.2,100.0,0.0
2018-06-01,22.6,23.7,98.4,,,,,,,,,,0.0,0.2,100.0,0.0
2018-06-02,,,,,,,,,,,,,0.0,0.2,100.0,0.0
2018-06-03,,,,0.0,1.1,100.0,,,,,,,0.0,0.2,100.0,0.0
2018-06-04,,,,,,,,,,,,,0.0,0.2,100.0,0.0
2018-06-05,17.7,18.4,98.4,,,,,,,,,,0.0,0.3,100.0,0.0
2018-06-06,,,,,,,,,,,,,0.0,0.4,100.0,0.0
2018-06-07,21.3,20.8,96.8,,,,,,,,,,0.0,0.7,100.0,0.0
2018-06-08,,,,0.0,1.0,100.0,,,,,,,0.0,0.8,100.0,0.0
2018-06-09,,,,,,,,,,,,,0.0,0.8,100.0,0.0
2018-06-10,,,,,,,,,,,,,0.0,0.9,100.0,0.0
2018-06-11,19.4,19.7,98.4,,,,,,,,,,0.0,0.9,100.0,0.0
2018-06-12,,,,,,,,,,,,,0.0,0.9,100.0,0.0
2018-06-13,21.0,21.1,98.4,,,,,,,,,,0.0,1.0,100.0,0.0
2018-06-14,,,,,,,,,,,,,0.0,1.0,100.0,0.0
2018-06-15,,,,,,,0.0,0.0,55.6,,,,0.0,1.0,100.0,0.0
2018-06-16,,,,,,,,,,,,,0.0,0.6,100.0,0.0
2018-06-17,25.8,23.3,98.4,,,,,,,,,,0.0,0.5,100.0,0.0
2018-06-18,,,,,,,,,,,,,0.0,0.6,100.0,0.0
2018-06-19,22.6,20.0,98.4,,,,,,,,,,0.0,0.5,100.0,0.0
2018-06-20,,,,,,,,,,,,,0.0,0.4,100.0,0.0
2018-06-21,,,,,,,,,,,,,0.0,0.3,100.0,0.0
2018-06-22,,,,,,,0.0,0.0,47.6,,,,0.0,0.4,100.0,0.0
2018-06-23,25.8,25.7,98.4,0.0,1.9,98.4,,,,,,,0.0,0.3,100.0,0.0
2018-06-24,,,,,,,,,,,,,0.0,0.3,100.0,0.0
2018-06-25,,,,,,,,,,,,,0.0,0.2,100.0,0.0
2018-06-26,,,,,,,,,,,,,0.0,0.2,100.0,0.0
2018-06-27,,,,,,,,,,,,,0.0,0.2,100.0,0.0
2018-06-28,,,,,,,,,,,,,0.0,0.1,100.0,0.0
2018-06-29,24.2,23.8,98.4,,,,,,,,,,0.0,0.1,100.0,0.0
2018-06-30,,,,,,,0.0,0.0,100.0,,,,0.0,0.1,100.0,0.0
2018-07-01,25.8,26.2,98.4,,,,0.0,0.0,87.3,,,,0.0,0.1,100.0,0.0
2018-07-02,,,,,,,,,,,,,0.0,0.1,100.0,0.0
2018-07-03,,,,0.0,1.8,100.0,,,,,,,0.0,0.2,100.0,0.0
2018-07-04,,,,,,,,,,,,,0.0,0.2,100.0,0.0
2018-07-05,25.8,24.6,98.4,,,,,,,,,,0.0,0.3,100.0,0.0
2018-07-06,,,,,,,,,,,,,0.0,0.3,100.0,0.0
2018-07-07,,,,,,,,,,,,,0.0,0.3,100.0,0.0
2018-07-08,,,,,,,,,,,,,0.0,0.6,100.0,0.0
2018-07-09,,,,,,,,,,,,,0.0,0.8,100.0,0.0
2018-07-10,,,,,,,,,,,,,0.0,0.7,100.0,0.0
2018-07-11,27.4,24.1,98.4,,,,,,,,,,0.0,0.8,100.0,0.0
2018-07-12,,,,,,,,,,,,,0.0,0.8,100.0,0.0
2018-07-13,29.0,26.1,98.4,,,,,,,,,,0.0,0.7,100.0,0.0
2018-07-14,,,,,,,,,,,,,0.0,0.4,100.0,0.0
2018-07-15,,,,,,,,,,,,,0.0,0.3,100.0,0.0
2018-07-16,,,,,,,,,,,,,0.0,0.2,100.0,0.0
2018-07-17,38.7,30.1,98.4,,,,,,,,,,0.0,0.2,100.0,0.0
2018-07-18,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-07-19,38.7,35.5,98.4,,,,,,,,,,0.0,0.0,100.0,0.0
2018-07-20,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-07-21,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-07-22,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-07-23,41.0,36.6,96.8,,,,,,,,,,0.0,0.0,100.0,0.0
2018-07-24,,,,,,,0.0,0.0,100.0,,,,0.0,0.0,100.0,0.0
2018-07-25,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-07-26,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-07-27,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-07-28,,,,0.0,1.3,100.0,,,,,,,0.0,0.0,100.0,0.0
2018-07-29,43.5,39.5,98.4,,,,,,,,,,0.0,0.0,100.0,0.0
2018-07-30,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-07-31,43.5,39.2,98.4,,,,,,,0.0,0.1,100.0,0.0,0.0,100.0,0.0
2018-08-01,,,,,,,,,,0.0,0.0,100.0,0.0,0.0,100.0,0.0
2018-08-02,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-08-03,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-08-04,46.8,43.0,98.4,,,,,,,0.0,0.0,100.0,0.0,0.0,100.0,0.0
2018-08-05,,,,,,,,,,0.0,0.0,100.0,0.0,0.0,100.0,0.0
2018-08-06,53.2,47.2,98.4,,,,,,,,,,0.0,0.0,100.0,0.0
2018-08-07,,,,0.0,2.1,100.0,,,,,,,0.0,0.0,100.0,0.0
2018-08-08,,,,,,,,,,0.0,0.0,100.0,0.0,0.0,100.0,0.0
2018-08-09,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-08-10,47.6,41.8,98.4,,,,,,,,,,0.0,0.0,100.0,0.0
2018-08-11,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-08-12,51.6,47.1,98.4,0.0,2.2,100.0,,,,0.0,0.0,100.0,0.0,0.0,100.0,0.0
2018-08-13,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-08-14,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-08-15,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-08-16,54.0,49.3,98.4,,,,,,,,,,0.0,0.0,100.0,0.0
2018-08-17,,,,0.0,4.7,100.0,0.0,0.0,100.0,,,,0.0,0.0,100.0,0.0
2018-08-18,51.6,45.0,98.4,,,,0.0,0.0,92.1,,,,0.0,0.0,100.0,0.0
2018-08-19,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-08-20,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-08-21,,,,,,,,,,0.0,0.0,100.0,0.0,0.0,100.0,0.0
2018-08-22,48.4,45.1,98.4,0.0,4.8,100.0,,,,,,,0.0,0.0,100.0,0.0
2018-08-23,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-08-24,51.6,45.8,98.4,,,,,,,,,,0.0,0.0,100.0,0.0
2018-08-25,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-08-26,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-08-27,,,,0.0,3.4,100.0,,,,,,,0.0,0.0,100.0,0.0
2018-08-28,49.2,45.0,98.4,,,,,,,0.0,0.0,100.0,0.0,0.0,100.0,0.0
2018-08-29,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-08-30,50.0,44.7,98.4,,,,,,,,,,0.0,0.1,100.0,0.0
2018-08-31,,,,,,,,,,,,,0.0,0.1,100.0,0.0
2018-09-01,,,,,,,,,,,,,0.0,0.1,100.0,0.0
2018-09-02,,,,,,,,,,0.0,0.0,100.0,0.0,0.1,100.0,0.0
2018-09-03,43.5,42.7,98.4,,,,,,,,,,0.0,0.1,100.0,0.0
2018-09-04,,,,,,,,,,,,,0.0,0.1,100.0,0.0
2018-09-05,48.4,42.1,98.4,,,,,,,,,,0.0,0.1,100.0,0.0
2018-09-06,,,,0.0,3.2,100.0,,,,,,,0.0,0.1,100.0,0.0
2018-09-07,,,,,,,,,,,,,0.0,0.1,100.0,0.0
2018-09-08,,,,,,,,,,,,,0.0,0.1,100.0,0.0
2018-09-09,46.0,42.1,98.4,,,,,,,,,,0.0,0.1,100.0,0.0
2018-09-10,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-09-11,45.2,41.5,98.4,,,,,,,,,,0.0,0.0,100.0,0.0
2018-09-12,,,,,,,,,,0.0,0.2,100.0,0.0,0.0,100.0,0.0
2018-09-13,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-09-14,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-09-15,37.1,36.3,98.4,,,,,,,,,,0.0,0.0,100.0,0.0
2018-09-16,,,,0.0,2.9,100.0,,,,,,,0.0,0.0,100.0,0.0
2018-09-17,43.5,40.5,98.4,,,,,,,,,,0.0,0.0,100.0,0.0
2018-09-18,,,,,,,0.0,0.0,100.0,,,,0.0,0.0,100.0,0.0
2018-09-19,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-09-20,,,,,,,,,,0.0,0.7,100.0,0.0,0.0,100.0,0.0
2018-09-21,42.7,40.0,98.4,0.0,3.1,100.0,,,,,,,0.0,0.0,100.0,0.0
2018-09-22,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-09-23,43.5,40.3,98.4,,,,,,,0.0,4.0,90.5,0.0,0.0,100.0,0.0
2018-09-24,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-09-25,,,,,,,,,,,,,0.0,0.1,100.0,0.0
2018-09-26,,,,0.0,2.4,100.0,0.0,0.0,54.0,,,,0.0,0.1,100.0,0.0
2018-09-27,44.4,41.8,98.4,,,,,,,,,,0.0,0.1,100.0,0.0
2018-09-28,,,,,,,,,,,,,0.0,0.1,100.0,0.0
2018-09-29,45.2,40.9,98.4,,,,,,,,,,0.0,0.1,100.0,0.0
2018-09-30,,,,,,,,,,,,,0.0,0.1,100.0,0.0
2018-10-01,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-10-02,,,,,,,,,,,,,0.0,0.0,100.0,0.0
2018-10-03,40.3,36.2,98.4,,,,,,,,,,0.0,0.1,100.0,0.0
2018-10-04,,,,,,,0.0,0.0,100.0,,,,0.0,0.1,100.0,0.0
2018-10-05,35.5,32.0,98.4,,,,,,,,,,0.0,0.1,100.0,0.0
2018-10-06,,,,0.0,1.4,65.1,,,,,,,0.0,0.1,100.0,0.0
2018-10-07,,,,,,,,,,,,,0.0,0.1,100.0,0.0
2018-10-08,,,,,,,,,,,,,0.0,0.1,100.0,0.0
2018-10-09,27.4,24.5,98.4,,,,,,,,,,0.0,0.1,100.0,0.0
2018-10-10,,,,,,,,,,,,,0.0,0.2,100.0,0.0
2018-10-11,31.1,27.2,96.8,0.0,1.9,100.0,,,,,,,0.0,0.2,100.0,0.0
2018-10-12,,,,,,,0.0,0.0,57.1,,,,0.0,0.3,100.0,0.0
2018-10-13,,,,,,,,,,,,,0.0,0.4,100.0,0.0
2018-10-14,,,,,,,,,,,,,0.0,0.4,100.0,0.0
2018-10-15,30.6,30.9,98.4,,,,,,,,,,0.0,0.5,100.0,0.0
2018-10-16,,,,0.0,3.1,100.0,,,,,,,0.0,0.6,100.0,0.0
2018-10-17,48.4,44.1,98.4,,,,,,,,,,0.0,0.7,100.0,0.0
2018-10-18,,,,,,,,,,,,,0.0,0.7,100.0,0.0
2018-10-19,,,,,,,,,,,,,0.0,0.7,100.0,0.0
2018-10-20,,,,,,,,,,,,,0.0,1.1,100.0,0.0
2018-10-21,59.7,53.0,98.4,,,,,,,,,,0.0,1.3,100.0,0.0
2018-10-22,,,,,,,,,,,,,0.0,1.0,100.0,0.0
2018-10-23,60.7,55.1,96.8,,,,,,,,,,0.0,1.0,100.0,0.0
2018-10-24,,,,,,,,,,,,,0.0,1.1,100.0,0.0
2018-10-25,,,,,,,,,,,,,0.0,1.0,100.0,0.0
2018-10-26,,,,0.0,11.8,100.0,,,,,,,0.0,1.0,100.0,0.0
2018-10-27,60.5,55.5,98.4,,,,,,,,,,0.0,1.0,100.0,0.0
2018-10-28,,,,,,,,,,,,,0.0,0.9,100.0,0.0
2018-10-29,56.5,49.8,98.4,,,,,,,,,,0.0,0.9,100.0,0.0
2018-10-30,,,,,,,,,,,,,0.0,0.7,100.0,0.0
2018-10-31,,,,,,,,,,,,,0.0,0.7,100.0,0.0
2018-11-01,,,,,,,,,,,,,0.0,0.6,100.0,0.0
2018-11-02,51.6,45.1,98.4,,,,,,,,,,0.0,0.6,100.0,0.0
2018-11-03,,,,,,,,,,,,,0.0,0.5,100.0,0.0
2018-11-04,46.8,43.4,98.4,,,,,,,,,,0.0,0.6,100.0,0.0
2018-11-05,,,,0.0,14.2,100.0,0.0,0.1,100.0,,,,0.0,0.4,100.0,0.0
2018-11-06,,,,,,,,,,,,,0.0,0.4,100.0,0.0
2018-11-07,,,,,,,,,,,,,0.0,0.4,100.0,0.0
2018-11-08,33.9,34.1,98.4,,,,,,,,,,0.0,0.6,100.0,0.0
2018-11-09,,,,,,,,,,,,,0.0,0.6,100.0,0.0
2018-11-10,27.4,29.3,98.4,,,,,,,,,,0.0,0.8,100.0,0.0
2018-11-11,,,,,,,,,,,,,0.0,0.7,100.0,0.0
2018-11-12,,,,,,,,,,,,,0.0,0.9,100.0,0.0
2018-11-13,,,,,,,,,,,,,0.0,1.1,100.0,0.0
2018-11-14,21.0,22.2,98.4,,,,0.0,0.2,84.1,,,,0.0,1.5,100.0,0.0
2018-11-15,,,,,,,,,,,,,0.0,1.6,100.0,0.0
2018-11-16,29.0,27.4,98.4,,,,,,,,,,0.0,2.3,100.0,0.0
2018-11-17,,,,,,,,,,,,,0.0,2.7,100.0,0.0
2018-11-18,,,,,,,,,,,,,0.0,3.7,100.0,0.0
2018-11-19,,,,,,,,,,,,,0.0,4.2,100.0,0.0
2018-11-20,25.8,26.9,98.4,21.4,23.5,100.0,,,,,,,0.0,5.6,100.0,0.0
2018-11-21,,,,,,,19.0,23.0,100.0,,,,0.0,5.8,100.0,0.0
2018-11-22,38.7,32.4,98.4,,,,,,,,,,0.0,6.3,100.0,0.0
2018-11-23,,,,,,,,,,,,,0.0,6.8,100.0,0.0
2018-11-24,,,,,,,,,,,,,0.0,7.3,100.0,0.0
2018-11-25,,,,65.6,65.1,71.4,,,,,,,0.0,9.2,100.0,0.0
2018-11-26,,,,,,,,,,,,,0.0,8.0,100.0,0.0
2018-11-27,,,,,,,,,,,,,0.0,9.4,100.0,0.0
2018-11-28,34.4,28.9,96.8,,,,,,,,,,0.0,9.7,100.0,0.0
2018-11-29,,,,,,,68.2,61.3,34.9,,,,0.0,12.4,100.0,0.0
2018-11-30,,,,,,,,,,,,,0.0,11.8,100.0,0.0
2018-12-01,,,,,,,,,,,,,0.0,14.1,100.0,0.0
2018-12-02,30.6,28.5,98.4,,,,,,,,,,0.0,14.8,100.0,0.0
2018-12-03,,,,,,,,,,,,,0.0,15.3,100.0,0.0
2018-12-04,32.8,28.9,96.8,,,,,,,,,,0.0,16.2,100.0,0.0
2018-12-05,,,,,,,,,,,,,0.0,18.3,100.0,0.0
2018-12-06,,,,,,,,,,,,,1.6,23.2,100.0,1.6
2018-12-07,,,,,,,,,,,,,4.8,24.6,100.0,4.8
2018-12-08,32.3,28.7,98.4,,,,,,,,,,11.1,30.2,100.0,11.1
2018-12-09,,,,,,,,,,,,,17.5,32.2,100.0,17.5
2018-12-10,26.2,24.9,96.8,,,,,,,,,,27.0,42.2,100.0,27.0
2018-12-11,,,,,,,,,,,,,30.2,43.3,100.0,30.2
2018-12-12,,,,,,,,,,,,,41.3,52.1,100.0,41.3
2018-12-13,,,,,,,,,,,,,42.9,53.4,100.0,42.9
2018-12-14,29.0,29.9,98.4,,,,,,,,,,46.0,65.0,100.0,46.0
2018-12-15,,,,,,,,,,,,,44.4,63.6,100.0,44.4
2018-12-16,37.7,39.5,96.8,,,,,,,,,,76.2,72.4,100.0,76.2
2018-12-17,,,,,,,,,,,,,60.3,71.3,100.0,60.3
2018-12-18,,,,,,,,,,,,,98.4,76.1,100.0,98.4
2018-12-19,,,,,,,,,,,,,95.2,76.2,100.0,95.2
2018-12-20,29.0,34.5,98.4,,,,,,,,,,100.0,79.7,100.0,100.0
2018-12-21,,,,,,,,,,,,,95.2,78.0,100.0,95.2
2018-12-22,35.5,37.9,98.4,,,,,,,,,,100.0,80.9,100.0,100.0
2018-12-23,,,,,,,,,,,,,90.5,78.3,100.0,90.5
2018-12-24,,,,,,,,,,,,,100.0,81.1,100.0,100.0
2018-12-25,,,,100.0,99.5,42.9,,,,,,,90.5,78.8,100.0,90.5
2018-12-26,58.9,49.9,98.4,,,,,,,,,,100.0,81.8,100.0,100.0
2018-12-27,,,,,,,,,,,,,90.5,77.8,100.0,90.5
2018-12-28,45.2,44.3,98.4,,,,,,,,,,100.0,82.3,100.0,100.0
2018-12-29,,,,,,,,,,,,,100.0,79.3,100.0,100.0
2018-12-30,,,,,,,,,,,,,98.4,82.4,100.0,98.4
2018-12-31,,,,,,,,,,,,,98.4,81.0,100.0,98.4
2019-01-01,31.7,32.3,98.4,,,,,,,,,,100.0,87.0,100.0,100.0
2019-01-02,,,,,,,,,,,,,100.0,86.4,100.0,100.0
2019-01-03,70.0,54.6,98.4,,,,,,,,,,100.0,90.6,100.0,100.0
2019-01-04,,,,,,,,,,,,,100.0,91.0,100.0,100.0
2019-01-05,,,,,,,,,,,,,100.0,95.7,100.0,100.0
2019-01-06,,,,,,,,,,,,,100.0,95.9,100.0,100.0
2019-01-07,60.0,50.8,98.4,,,,,,,,,,100.0,97.0,100.0,100.0
2019-01-08,,,,,,,,,,,,,100.0,97.0,100.0,100.0
2019-01-09,76.7,58.7,98.4,,,,,,,,,,100.0,98.0,100.0,100.0
2019-01-10,,,,,,,,,,,,,100.0,98.1,100.0,100.0
2019-01-11,,,,,,,,,,,,,100.0,98.6,100.0,100.0
2019-01-12,,,,,,,,,,,,,100.0,98.4,100.0,100.0
2019-01-13,67.8,53.3,96.7,,,,,,,,,,100.0,99.2,100.0,100.0
2019-01-14,,,,,,,,,,,,,100.0,99.1,100.0,100.0
2019-01-15,100.0,84.1,98.4,,,,,,,,,,100.0,99.4,100.0,100.0
2019-01-16,,,,,,,,,,,,,100.0,99.2,100.0,100.0
2019-01-17,,,,,,,,,,,,,100.0,99.5,100.0,100.0
2019-01-18,,,,,,,,,,,,,100.0,99.5,100.0,100.0
2019-01-19,100.0,80.5,98.4,100.0,100.0,100.0,,,,,,,100.0,99.7,100.0,100.0
2019-01-20,,,,,,,,,,,,,100.0,99.5,100.0,100.0
2019-01-21,100.0,89.8,98.4,,,,,,,,,,100.0,99.7,100.0,100.0
2019-01-22,,,,,,,,,,,,,100.0,99.6,100.0,100.0
2019-01-23,,,,,,,,,,,,,100.0,99.7,100.0,100.0
2019-01-24,,,,,,,,,,,,,100.0,99.6,100.0,100.0
2019-01-25,100.0,89.3,98.4,,,,,,,,,,100.0,99.8,100.0,100.0
2019-01-26,,,,,,,,,,,,,100.0,99.7,100.0,100.0
2019-01-27,100.0,95.5,98.4,,,,,,,,,,100.0,99.8,100.0,100.0
2019-01-28,,,,,,,,,,,,,100.0,99.7,100.0,100.0
2019-01-29,,,,,,,,,,,,,100.0,99.7,100.0,100.0
2019-01-30,,,,,,,,,,,,,100.0,99.7,100.0,100.0
2019-01-31,100.0,93.8,98.4,,,,,,,,,,100.0,99.8,100.0,100.0
2019-02-01,,,,,,,,,,,,,100.0,99.7,100.0,100.0
2019-02-02,,,,,,,,,,,,,100.0,99.8,100.0,100.0
2019-02-03,,,,,,,,,,,,,100.0,99.8,100.0,100.0
2019-02-04,,,,,,,,,,,,,100.0,99.9,100.0,100.0
2019-02-05,,,,,,,,,,,,,100.0,99.9,100.0,100.0
2019-02-06,100.0,92.2,98.4,,,,,,,,,,100.0,99.9,100.0,100.0
2019-02-07,,,,,,,,,,,,,100.0,99.9,100.0,100.0
2019-02-08,100.0,92.0,98.4,100.0,100.0,100.0,,,,,,,100.0,99.9,100.0,100.0
2019-02-09,,,,,,,,,,,,,100.0,99.9,100.0,100.0
2019-02-10,,,,,,,,,,,,,100.0,99.9,100.0,100.0
2019-02-11,,,,,,,,,,,,,100.0,99.9,100.0,100.0
2019-02-12,100.0,89.9,98.4,,,,,,,,,,100.0,99.9,100.0,100.0
2019-02-13,,,,100.0,100.0,100.0,,,,100.0,78.7,100.0,100.0,99.9,100.0,100.0
2019-02-14,100.0,87.8,98.4,,,,,,,,,,100.0,99.9,100.0,100.0
2019-02-15,,,,,,,,,,100.0,90.2,100.0,100.0,99.8,100.0,100.0
2019-02-16,,,,,,,,,,100.0,94.5,100.0,100.0,99.8,100.0,100.0
2019-02-17,,,,,,,,,,100.0,95.8,100.0,100.0,99.8,100.0,100.0
2019-02-18,100.0,79.3,98.4,100.0,99.9,100.0,,,,100.0,97.9,100.0,100.0,99.8,100.0,100.0
2019-02-19,,,,,,,,,,100.0,99.3,100.0,100.0,99.8,100.0,100.0
2019-02-20,100.0,77.9,98.4,,,,,,,100.0,99.4,100.0,100.0,99.8,100.0,100.0
2019-02-21,,,,,,,,,,100.0,98.9,100.0,100.0,99.8,100.0,100.0
2019-02-22,,,,,,,,,,100.0,99.1,100.0,100.0,99.8,100.0,100.0
2019-02-23,,,,100.0,99.8,100.0,,,,100.0,98.5,100.0,100.0,99.9,100.0,100.0
2019-02-24,83.3,66.6,98.4,,,,,,,100.0,98.5,100.0,100.0,99.9,100.0,100.0
2019-02-25,,,,,,,100.0,100.0,100.0,100.0,93.5,100.0,100.0,99.9,100.0,100.0
2019-02-26,76.7,67.5,98.4,,,,,,,100.0,78.0,100.0,100.0,99.9,100.0,100.0
2019-02-27,,,,,,,,,,,,,100.0,99.9,100.0,100.0
2019-02-28,,,,100.0,99.9,100.0,,,,,,,100.0,99.9,100.0,100.0
2019-03-01,,,,,,,,,,,,,100.0,99.8,100.0,100.0
2019-03-02,55.0,53.5,98.4,,,,,,,,,,100.0,99.8,100.0,100.0
2019-03-03,,,,,,,,,,,,,100.0,99.7,100.0,100.0
2019-03-04,58.3,57.7,98.4,,,,,,,,,,100.0,99.7,100.0,100.0
