dt64,OBJECT_ID,coverage,date,ice_off_prob,ice_on_prob,lic,sensor
2007-04-19 10:01:13,IW35016644,0.5327361085258512,2007-04-19T10:01:13,0.9934103463318972,0.5097507238388062,0.1302648719062092,Landsat-7
2007-04-28 09:55:00,IW35016644,0.58810830757744,2007-04-28T09:55:00,0.9975146459312502,,0.0,Landsat-7
2007-05-30 09:54:47,IW35016644,0.4481055782744844,2007-05-30T09:54:47,0.9985013154042344,,0.0,Landsat-7
2007-10-28 10:00:40,IW35016644,0.4495823200538506,2007-10-28T10:00:40,0.9956976916945666,,0.0,Landsat-7
2007-12-15 10:01:02,IW35016644,0.7288810144275227,2007-12-15T10:01:02,0.949355033691467,0.7304092156830899,4.695431472081219,Landsat-7
2007-12-24 09:54:52,IW35016644,0.6123086523708335,2007-12-24T09:54:52,0.5859573138087932,0.7048538937522503,96.99962020508926,Landsat-7
2007-12-31 10:01:04,IW35016644,0.6118757244716447,2007-12-31T10:01:04,0.5484865459139053,0.7722997634830253,99.3560606060606,Landsat-7
2008-02-10 09:54:50,IW35016644,0.6770006669038612,2008-02-10T09:54:50,0.5761624519641583,0.9984396690974788,100.0,Landsat-7
2008-02-26 09:54:46,IW35016644,0.6644766649300671,2008-02-26T09:54:46,0.6868810943728566,0.9909286668110796,99.68376669009136,Landsat-7
2008-05-07 10:00:45,IW35016644,0.6054174363017557,2008-05-07T10:00:45,0.6458008830911809,0.9604048040089566,98.80262649671688,Landsat-7
2008-05-23 10:00:39,IW35016644,0.3047831282627017,2008-05-23T10:00:39,0.997444645268894,,0.0,Landsat-7
2008-07-19 09:53:53,IW35016644,0.6594426911898004,2008-07-19T09:53:53,0.9999519821487812,,0.0,Landsat-7
2008-08-27 09:59:47,IW35016644,0.7415614496414636,2008-08-27T09:59:47,0.9999570066301342,,0.0,Landsat-7
2008-09-28 09:59:30,IW35016644,0.7332324150296273,2008-09-28T09:59:30,0.993240826679762,,0.0,Landsat-7
2008-11-15 09:59:53,IW35016644,0.7322500379987336,2008-11-15T09:59:53,0.9933865416136922,0.6568993800218339,0.0955718381650207,Landsat-7
2008-12-26 09:54:07,IW35016644,0.6640670406796415,2008-12-26T09:54:07,0.8210849508140238,0.6778472255607209,25.536405205768556,Landsat-7
2009-01-11 09:54:13,IW35016644,0.64230386916107,2009-01-11T09:54:13,,0.9985600132393774,100.0,Landsat-7
2009-02-19 10:00:40,IW35016644,0.7365992853881245,2009-02-19T10:00:40,,0.99950081098829,100.0,Landsat-7
2009-02-28 09:54:34,IW35016644,0.6389008654182793,2009-02-28T09:54:34,0.553222786872945,0.9765221939865952,100.0,Landsat-7
